5.401000976562500000e-01,1.095419645309448242e+00,7.249900698661804199e-01,6.373082637786865234e+00,5.775146484375000000e-01,5.827191472053527832e-01,4.076977074146270752e-01,1.789525222778320312e+01,1.531982421875000000e-02,1.361509039998054504e-02,4.982963800430297852e-01
5.401000976562500000e-01,1.971510887145996094e+00,9.583916664123535156e-01,2.064366722106933594e+01,5.775146484375000000e-01,3.534783422946929932e-01,6.062803268432617188e-01,6.584834575653076172e+00,1.483154296875000000e-02,1.788313500583171844e-02,8.586119413375854492e-01
5.405273437500000000e-01,8.997915983200073242e-01,1.950637064874172211e-02,4.300038814544677734e+00,5.769042968750000000e-01,5.670610070228576660e-01,7.494549751281738281e-01,1.694645309448242188e+01,1.477050781250000000e-02,8.757202886044979095e-03,9.347372055053710938e-01
5.401611328125000000e-01,1.000476598739624023e+00,2.049367427825927734e-01,5.316213130950927734e+00,5.775756835937500000e-01,5.701943635940551758e-01,8.319897055625915527e-01,1.713424873352050781e+01,1.550292968750000000e-02,1.485079899430274963e-02,6.436585634946823120e-02
5.401611328125000000e-01,1.018844485282897949e+00,3.936350345611572266e-01,5.513206958770751953e+00,5.777587890625000000e-01,6.156481504440307617e-01,9.407966732978820801e-01,1.997489166259765625e+01,8.300781250000000000e-03,5.682074464857578278e-03,1.248769164085388184e-01
5.401000976562500000e-01,1.141108632087707520e+00,5.839601755142211914e-01,6.915800571441650391e+00,5.775146484375000000e-01,5.723160505294799805e-01,8.223292976617813110e-02,1.726200103759765625e+01,1.470947265625000000e-02,9.348819032311439514e-03,2.479256093502044678e-01
5.404052734375000000e-01,1.051976203918457031e+00,7.281731367111206055e-01,5.877604007720947266e+00,5.768432617187500000e-01,6.402912139892578125e-01,2.548460662364959717e-01,2.160599899291992188e+01,1.220703125000000000e-02,3.799646347761154175e-02,9.281065464019775391e-01
5.405273437500000000e-01,1.030809760093688965e+00,9.206579923629760742e-01,5.643461227416992188e+00,5.764160156250000000e-01,5.901306271553039551e-01,3.992335200309753418e-01,1.835335922241210938e+01,2.746582031250000000e-03,3.796238824725151062e-02,9.697628617286682129e-01
5.401000976562500000e-01,1.186404228210449219e+00,1.216881200671195984e-01,7.475734233856201172e+00,5.775146484375000000e-01,5.658661723136901855e-01,4.538725912570953369e-01,1.687511444091796875e+01,1.831054687500000000e-03,4.469008743762969971e-02,9.322885870933532715e-01
5.401000976562500000e-01,1.044011831283569336e+00,2.930552363395690918e-01,5.788943767547607422e+00,5.775146484375000000e-01,5.558845400810241699e-01,5.840650200843811035e-01,1.628502464294433594e+01,3.240966796875000000e-02,2.188171073794364929e-02,1.518918275833129883e-01
5.401000976562500000e-01,1.060363292694091797e+00,4.904657304286956787e-01,5.971698284149169922e+00,5.775146484375000000e-01,5.986738204956054688e-01,7.137851715087890625e-01,1.888859939575195312e+01,2.423095703125000000e-02,8.470925502479076385e-03,6.973015069961547852e-01
5.401000976562500000e-01,1.591285586357116699e+00,5.630199313163757324e-01,1.344883823394775391e+01,5.775146484375000000e-01,4.313020408153533936e-01,7.740396857261657715e-01,9.803524971008300781e+00,3.094482421875000000e-02,1.954419910907745361e-02,6.073738932609558105e-01
5.401000976562500000e-01,2.179637670516967773e+00,6.760694980621337891e-01,2.523231506347656250e+01,5.775146484375000000e-01,1.717186421155929565e-01,9.440010786056518555e-01,1.554011106491088867e+00,1.501464843750000000e-02,1.156473252922296524e-02,5.616036057472229004e-01
5.401000976562500000e-01,1.793511033058166504e+00,7.609227299690246582e-01,1.708427619934082031e+01,5.775146484375000000e-01,9.385146498680114746e-01,2.216643393039703369e-01,4.641959381103515625e+01,2.514648437500000000e-02,2.066212892532348633e-02,3.717951476573944092e-01
5.401000976562500000e-01,4.092298030853271484e+00,7.982674241065979004e-01,8.894529724121093750e+01,5.775146484375000000e-01,1.903669089078903198e-01,5.368135571479797363e-01,1.909862875938415527e+00,1.483154296875000000e-02,2.863825112581253052e-02,6.518206596374511719e-01
5.401000976562500000e-01,2.682988882064819336e+00,8.091754317283630371e-01,3.823192977905273438e+01,5.775146484375000000e-01,1.353416442871093750e+00,6.615987420082092285e-01,9.653440856933593750e+01,1.458740234375000000e-02,1.197139360010623932e-02,7.573750615119934082e-01
5.401000976562500000e-01,2.696281671524047852e+00,2.381399124860763550e-01,3.861170578002929688e+01,5.775146484375000000e-01,1.331237912178039551e+00,1.609488576650619507e-01,9.339649963378906250e+01,1.507568359375000000e-02,3.179252147674560547e-02,1.067316606640815735e-01
5.401000976562500000e-01,4.104588985443115234e+00,2.488375306129455566e-01,8.948038482666015625e+01,5.775146484375000000e-01,1.766239851713180542e-01,2.980648577213287354e-01,1.644063591957092285e+00,1.477050781250000000e-02,3.087066859006881714e-02,2.026229538023471832e-02
5.401000976562500000e-01,1.810044288635253906e+00,2.870917022228240967e-01,1.740070724487304688e+01,5.775146484375000000e-01,9.058974385261535645e-01,6.029449105262756348e-01,4.324912261962890625e+01,1.177978515625000000e-02,2.651640679687261581e-03,4.888990521430969238e-01
5.401000976562500000e-01,2.112958431243896484e+00,3.735464513301849365e-01,2.371212196350097656e+01,5.775146484375000000e-01,1.876326501369476318e-01,8.551322817802429199e-01,1.855393767356872559e+00,2.343750000000000000e-02,1.050605997443199158e-02,3.695935606956481934e-01
5.401000976562500000e-01,1.574649691581726074e+00,4.916101098060607910e-01,1.316910934448242188e+01,5.775756835937500000e-01,4.065495729446411133e-01,4.102307558059692383e-02,8.710564613342285156e+00,5.371093750000000000e-03,9.138087742030620575e-03,5.822762250900268555e-01
5.401000976562500000e-01,1.094209313392639160e+00,5.599412322044372559e-01,6.359006881713867188e+00,5.775756835937500000e-01,5.833616256713867188e-01,1.201674342155456543e-01,1.793473434448242188e+01,2.001953125000000000e-02,3.176395222544670105e-02,6.290174126625061035e-01
5.401000976562500000e-01,1.024649858474731445e+00,2.054721117019653320e-01,5.576214313507080078e+00,5.775146484375000000e-01,5.949809551239013672e-01,6.689279079437255859e-01,1.865629386901855469e+01,4.638671875000000000e-03,7.213039789348840714e-03,4.783170297741889954e-02
5.401000976562500000e-01,1.089315056800842285e+00,3.918884992599487305e-01,6.302248001098632812e+00,5.775146484375000000e-01,5.773183107376098633e-01,7.943576574325561523e-01,1.756507110595703125e+01,3.356933593750000000e-03,8.086501620709896088e-03,6.191818118095397949e-01
5.401000976562500000e-01,1.094475030899047852e+00,5.609780550003051758e-01,6.362095832824707031e+00,5.774536132812500000e-01,5.887364745140075684e-01,9.192648530006408691e-01,1.826674270629882812e+01,3.137207031250000000e-02,2.175509184598922729e-02,5.296810269355773926e-01
5.401000976562500000e-01,1.052401065826416016e+00,2.907713353633880615e-01,5.882352352142333984e+00,5.775146484375000000e-01,5.848412513732910156e-01,6.202292442321777344e-01,1.802582931518554688e+01,1.727294921875000000e-02,4.061165452003479004e-02,7.827129364013671875e-01
5.401000976562500000e-01,1.097492098808288574e+00,4.704180955886840820e-01,6.397220134735107422e+00,5.775146484375000000e-01,5.778326392173767090e-01,7.401770353317260742e-01,1.759638214111328125e+01,6.774902343750000000e-03,2.426310628652572632e-02,4.569428861141204834e-01
5.401000976562500000e-01,1.098456382751464844e+00,6.447549462318420410e-01,6.408466339111328125e+00,5.775146484375000000e-01,5.917825102806091309e-01,8.614802956581115723e-01,1.845625305175781250e+01,7.873535156250000000e-03,3.040660545229911804e-02,6.272757053375244141e-01
5.401000976562500000e-01,9.607282280921936035e-01,8.332630395889282227e-01,4.902184009552001953e+00,5.775146484375000000e-01,5.114766359329223633e-01,9.864889979362487793e-01,1.378703498840332031e+01,3.295898437500000000e-03,1.030239369720220566e-02,9.860127568244934082e-01
5.401000976562500000e-01,1.627880215644836426e+00,9.422312974929809570e-01,1.407451248168945312e+01,5.775146484375000000e-01,3.813700973987579346e-01,6.769232451915740967e-02,7.665006637573242188e+00,1.483154296875000000e-02,1.077811140567064285e-02,7.914521098136901855e-01
5.404663085937500000e-01,1.891806244850158691e+00,8.324448764324188232e-02,1.900823593139648438e+01,5.774536132812500000e-01,3.725552558898925781e-01,2.253994643688201904e-01,7.314769268035888672e+00,1.470947265625000000e-02,2.021533995866775513e-02,9.446952939033508301e-01
5.401000976562500000e-01,1.058615088462829590e+00,3.546879887580871582e-01,5.952023506164550781e+00,5.775146484375000000e-01,5.810449719429016113e-01,3.959060609340667725e-01,1.779257202148437500e+01,1.531982421875000000e-02,3.709861775860190392e-03,4.157659113407135010e-01
5.401000976562500000e-01,1.057732820510864258e+00,5.201007723808288574e-01,5.942106723785400391e+00,5.775146484375000000e-01,6.040134429931640625e-01,5.026342868804931641e-01,1.922704124450683594e+01,1.867675781250000000e-02,2.438646368682384491e-02,4.792719483375549316e-01
5.401000976562500000e-01,1.049860358238220215e+00,7.236521840095520020e-01,5.853984832763671875e+00,5.775146484375000000e-01,5.233480930328369141e-01,6.400520205497741699e-01,1.443446063995361328e+01,2.075195312500000000e-03,2.894259802997112274e-02,8.491125702857971191e-01
5.400390625000000000e-01,1.175295114517211914e+00,8.957201242446899414e-01,7.336389064788818359e+00,5.766601562500000000e-01,5.540353655815124512e-01,8.359236121177673340e-01,1.617686080932617188e+01,2.343750000000000000e-02,5.519889667630195618e-02,6.728699207305908203e-01
5.401000976562500000e-01,1.063619852066040039e+00,6.361007690429687500e-02,6.008435249328613281e+00,5.775146484375000000e-01,6.436747312545776367e-01,8.955705165863037109e-01,2.183494758605957031e+01,2.502441406250000000e-02,3.391399607062339783e-02,1.903678290545940399e-02
5.401000976562500000e-01,1.117232441902160645e+00,2.624292373657226562e-01,6.629420280456542969e+00,5.775146484375000000e-01,6.117197871208190918e-01,9.998667240142822266e-01,1.972078895568847656e+01,1.489257812500000000e-02,1.951959542930126190e-02,9.457076191902160645e-01
5.401000976562500000e-01,1.079991579055786133e+00,4.243117272853851318e-01,6.194828033447265625e+00,5.775146484375000000e-01,5.277895927429199219e-01,1.342630684375762939e-01,1.468050193786621094e+01,1.708984375000000000e-03,2.241580002009868622e-02,4.080466032028198242e-01
5.397949218750000000e-01,9.753013253211975098e-01,6.361423134803771973e-01,5.052032470703125000e+00,5.774536132812500000e-01,5.812544822692871094e-01,2.803032994270324707e-01,1.780540657043457031e+01,3.552246093750000000e-02,1.832379214465618134e-02,5.713695883750915527e-01
5.401000976562500000e-01,1.143646717071533203e+00,8.033607602119445801e-01,6.946599960327148438e+00,5.775146484375000000e-01,6.318990588188171387e-01,3.930359482765197754e-01,2.104334068298339844e+01,3.173828125000000000e-03,1.042597461491823196e-03,7.007176280021667480e-01
5.401611328125000000e-01,9.512502551078796387e-01,9.549331068992614746e-01,4.805936813354492188e+00,5.773925781250000000e-01,8.324266672134399414e-01,4.245483279228210449e-01,3.651835632324218750e+01,2.905273437500000000e-02,3.202255116775631905e-03,7.266034483909606934e-01
5.401000976562500000e-01,1.247586011886596680e+00,8.446036279201507568e-02,8.266649246215820312e+00,5.775146484375000000e-01,6.038876771926879883e-01,4.812341332435607910e-01,1.921903419494628906e+01,8.666992187500000000e-03,3.917442634701728821e-03,9.253309965133666992e-01
5.401000976562500000e-01,1.904707074165344238e+00,2.845528721809387207e-01,1.926836585998535156e+01,5.775146484375000000e-01,3.521681427955627441e-01,5.608272552490234375e-01,6.536110401153564453e+00,1.531982421875000000e-02,1.610290445387363434e-02,2.805181778967380524e-02
