-2.287008166313171387e-01,8.547108173370361328e-01,1.420101642608642578e+00
-2.273204922676086426e-01,9.320814609527587891e-01,1.421714305877685547e+00
-2.287738919258117676e-01,9.334228038787841797e-01,1.420100212097167969e+00
-2.093990445137023926e-01,8.750512599945068359e-01,1.419291615486145020e+00
-1.083196997642517090e-01,8.940017223358154297e-01,1.420100450515747070e+00
-2.079837918281555176e-01,9.130876064300537109e-01,1.420906662940979004e+00
-1.442795395851135254e-01,8.508503437042236328e-01,1.424948811531066895e+00
-1.512823700904846191e-01,9.361269474029541016e-01,1.416867494583129883e+00
-1.876353621482849121e-01,6.923210620880126953e-01,1.398291349411010742e+00
1.177219390869140625e+00,6.214687824249267578e-01,1.413664817810058594e+00
-1.538531303405761719e+00,1.350539445877075195e+00,1.417645931243896484e+00
1.137209177017211914e+00,2.656923532485961914e-01,1.413670659065246582e+00
-1.310731172561645508e+00,1.522687196731567383e+00,1.421684026718139648e+00
7.757078409194946289e-01,4.595224857330322266e-01,1.421739339828491211e+00
-8.948373198509216309e-01,1.113503456115722656e+00,1.417657732963562012e+00
1.302418112754821777e-01,1.133104085922241211e+00,1.416869521141052246e+00
-2.103957533836364746e-01,4.032554626464843750e-01,1.417686343193054199e+00
-4.267818331718444824e-01,1.559217691421508789e+00,1.423311114311218262e+00
3.537180125713348389e-01,1.263958215713500977e-01,1.419315695762634277e+00
-9.543923735618591309e-01,1.565835714340209961e+00,1.418459415435791016e+00
8.955793380737304688e-01,5.398451089859008789e-01,1.418510437011718750e+00
-1.387617826461791992e+00,9.709637165069580078e-01,1.423309922218322754e+00
1.116138219833374023e+00,1.070799589157104492e+00,1.419312000274658203e+00
-1.441483020782470703e+00,4.252645969390869141e-01,1.415235400199890137e+00
1.035324096679687500e+00,1.580728054046630859e+00,1.420913577079772949e+00
-1.272063255310058594e+00,1.866090297698974609e-01,1.420091629028320312e+00
6.942264437675476074e-01,1.404930591583251953e+00,1.420105576515197754e+00
-7.546450495719909668e-01,6.605033874511718750e-01,1.416863441467285156e+00
7.182341814041137695e-02,8.354632854461669922e-01,1.419295191764831543e+00
-8.852064609527587891e-03,1.229276657104492188e+00,1.419288992881774902e+00
-6.260444521903991699e-01,4.599008560180664062e-01,1.423329353332519531e+00
5.731537342071533203e-01,1.446362972259521484e+00,1.418485403060913086e+00
-1.168096780776977539e+00,4.411169290542602539e-01,1.422513008117675781e+00
1.015496850013732910e+00,1.171819448471069336e+00,1.416882514953613281e+00
-1.430382966995239258e+00,8.544480800628662109e-01,1.421697139739990234e+00
1.136631250381469727e+00,6.578525304794311523e-01,1.418511629104614258e+00
-1.372123241424560547e+00,1.346763134002685547e+00,1.420877575874328613e+00
8.959721326828002930e-01,3.028211593627929688e-01,1.420129060745239258e+00
-1.091319322586059570e+00,1.464512586593627930e+00,1.420881032943725586e+00
5.344702005386352539e-01,4.998741149902343750e-01,1.420120835304260254e+00
-4.906786084175109863e-01,9.540379047393798828e-01,1.419286012649536133e+00
-1.528165936470031738e-01,1.134910345077514648e+00,1.415251135826110840e+00
2.114566862583160400e-01,3.441258668899536133e-01,1.416885972023010254e+00
-7.365018725395202637e-01,1.667475938796997070e+00,1.416036486625671387e+00
6.745538711547851562e-01,2.448248863220214844e-01,1.417704343795776367e+00
-1.227870702743530273e+00,1.481317043304443359e+00,1.423302054405212402e+00
1.056396722793579102e+00,5.387663841247558594e-01,1.420130729675292969e+00
-1.529286146163940430e+00,9.128873348236083984e-01,1.422498106956481934e+00
1.136016368865966797e+00,1.247132539749145508e+00,1.420116186141967773e+00
-1.349714994430541992e+00,2.648088932037353516e-01,1.421702623367309570e+00
9.346338510513305664e-01,1.605772733688354492e+00,1.416874170303344727e+00
-9.274995923042297363e-01,3.230571746826171875e-01,1.422518491744995117e+00
3.124743998050689697e-01,1.307744741439819336e+00,1.419294118881225586e+00
-3.120376467704772949e-01,6.995971202850341797e-01,1.416868686676025391e+00
-3.283022046089172363e-01,7.952363491058349609e-01,1.420903444290161133e+00
